selectedFuelFlow1,selectedFuelFlow2,altitude,Airspeed,groundAirSpeed,grossWeight,totalAirTemperatureCelsius,angleOfAttackVoted,horizontalStabilizerPosition,latitude,longitude,trackAngleTrue,totalFuelWeight,Month,Day,GMTHours,GMTMinutes,GMTSeconds,mach,fmcMach
61616,62784,-2112,511.875,627,1173120,-1.375,89.91204288,2.6171875,179.82390468,-4.77178283999995,119.79483328,495378.114,1,37,30,62,9,0.36775,3.582
62224,60016,-31307,511.625,63.75,1173120,-189,-2.81263103999999,2.6171875,90.05546082,-15.50319558,-15.11744256,495378.114,1,37,31,21,46,0.27175,-2.126
65120,58208,-897,74.25,1021.75,285120,-129.625,78.70599648,2.6171875,-123.28595982,-112.41224022,-149.23843712,896839.416,1,37,30,48,23,0.299,-2.87
59184,64704,93311,191.875,1023.75,285120,37.875,-43.02256224,2.6171875,-1.23058062,145.4588361,-1.05495295999998,896839.416,1,37,0,47,42,0.31025,-0.0139999999999993
65504,38992,-32385,508.125,945.75,876160,-77.125,-49.61435424,2.6171875,105.02914242,-1.88615519999997,-45.0002329599999,789915.346,1,37,31,20,59,1.02,-0.0600000000000005
65520,36032,-24,511.5,366.25,876160,179.25,-0.263804799999974,-8.015625,117.5877186,-34.1140395,-125.94743872,789915.346,1,45,31,60,41,0.24975,1.024
65520,50128,65447,255.875,779.75,1305600,36.75,-0.0880236799999921,-8.015625,-166.55287446,-88.83282894,78.6620512,706139.786,1,45,31,3,0,0.68175,-3.074
23200,40320,75709,402.875,792.5,1309760,-160.125,-37.30967584,-8.015625,-20.65921782,157.49985378,-90.08809024,902791.89,1,45,30,62,4,1.021,1.7
51312,26464,44731,508.25,1023.25,1309760,43.25,-9.00891551999999,-8.015625,-89.97678054,112.54379178,-31.55297728,902791.89,1,45,31,63,51,1.021,-3.158
56944,65312,-66561,59.875,799.75,1309760,-2,-73.16902432,-8.015625,-101.51414418,-20.73474894,-163.91616064,902791.89,1,45,20,25,63,0.9795,0.766
65520,35184,-48709,491.875,511.75,1309760,184.875,-4.96594976,-8.015625,-3.70267571999998,-0.317169119999966,-12.48072576,902791.89,1,45,6,63,33,0.92875,-1.282
10352,19632,-5519,497.25,646.5,1309760,201.875,-13.2276624,-8.015625,-137.14778952,118.21222272,-0.0881567999999788,902791.89,1,45,17,4,51,1.0165,1.022
63264,50304,106424,189,383.75,1309760,-0.25,33.48630336,-8.015625,-174.28725006,-5.82132143999999,-0.43971904,902791.89,1,45,29,45,63,0.97925,-0.00399999999999956
58176,25072,-34525,270.25,1023,1309760,127.875,81.5184944,-0.1328125,-2.84385353999997,-36.56879694,-64.95139008,902791.89,1,45,20,16,49,0.84475,-0.0999999999999996
80,50656,-3041,511.5,1020.25,930240,-177,75.49799104,-0.1328125,-140.3697027,-121.41004422,22.4120928,902130.504,1,45,29,34,57,0.57575,-0.00200000000000067
22512,26208,91570,191.875,262.75,930240,212.125,34.32126368,3.859375,-178.23683502,-29.86782174,-90.08809024,902130.504,25,45,11,58,0,0.46375,-3.074
41456,42992,-54913,511.875,878.75,930240,-62.875,74.4872496,3.859375,129.28695906,3.38567754,-42.2756256,902130.504,25,45,31,32,52,0.46775,-3.272
13280,464,51656,382,552.75,930240,-248.125,-77.21199008,3.859375,-2.79527303999996,-114.08233404,82.96868864,902130.504,25,45,17,15,63,0.51025,-0.00799999999999912
65408,54096,-22856,499.5,703.75,930240,127.875,61.47944672,-10.1953125,-151.3302837,13.00764234,-39.46312768,902130.504,8,24,5,20,62,0.99675,-0.77
23920,64320,12799,142,325.5,930240,-10.5,-1.97767071999999,-1.75,-4.44751421999996,13.27491912,-8.26197887999996,902130.504,23,21,31,12,41,1.0225,-1.91
11952,3040,84735,100.375,687.25,930240,-217.375,-1.5821632,-1.75,-0.880906319999948,-148.39727646,-0.0881567999999788,902130.504,23,21,22,0,42,0.83475,-0.00200000000000067
35328,5120,-103154,191.875,934.75,930240,-64.125,72.64154784,-1.75,0.46897872,-0.874382519999993,-90.26387136,902130.504,23,21,19,35,23,0.52375,-0.386
65504,24976,12124,252.875,1013.25,1044160,-140.875,-15.02941888,-1.75,112.49984682,125.05876632,-0.263937919999989,900587.27,23,21,31,63,62,0.62425,2.726
41456,65504,-652,136.75,971.5,1044160,175.875,-69.9170736,-1.75,0.0658065000000126,-98.44861398,-135.08805696,900587.27,23,21,23,34,58,0.68475,-1.462
65504,64736,-14984,511.875,1020.5,1044160,-12,-68.95027744,-5.3125,46.3401681,-0.294853319999966,-56.3381152,900587.27,23,21,31,16,31,0.13475,-0.00799999999999912
54032,6640,-795,303.875,543.75,741760,-122.5,-46.1866224,-5.3125,-8.40173543999999,67.1481042,44.91207616,896618.954,23,21,2,16,63,0.58875,-1.058
5856,58288,-49793,495.875,1023.75,741760,-0.25,-22.54406176,-5.3125,-43.05965814,83.35483038,-0.351828479999995,896618.954,23,21,6,31,50,0.3345,-2.918
33184,63984,-106259,3.375,687.75,1167040,-43.75,-21.62121088,-5.3125,-11.10832026,-21.13987014,-0.0881567999999788,902350.966,23,21,14,62,2,1.0235,0.254
59136,47088,40848,95.875,189.75,1167040,-181.625,-45.04404512,-5.3125,140.78192196,-23.4748089,-16.96314432,902350.966,23,21,13,63,18,0.76775,0.796
61472,43376,128346,511.5,970.5,1167040,127.875,-1.40638207999999,-5.3125,106.61117322,28.77989274,-1.14284351999999,902350.966,23,21,2,63,62,0.948,-0.0679999999999996
16368,65488,-125511,447.875,984.75,1167040,-17.25,-5.14173087999998,-5.3125,-0.192887279999966,-114.67061646,117.94913152,902350.966,23,21,6,63,20,0.25575,-0.00799999999999912
3808,62528,-77910,191.875,873.75,1228480,-34.125,-50.361424,-5.3125,-67.50012246,-23.7913521,-6.67994879999998,901689.58,23,21,31,12,57,0.63975,1.878
40464,20464,35262,151.375,974.5,1228480,-25.125,-0.922983999999985,-5.3125,120.8714301,85.01651286,-0.0881567999999788,901689.58,23,21,4,41,21,0.31975,-3.604
55760,54224,65518,299.875,415.75,1228480,-91.125,-1.5821632,-7.3984375,-155.37393906,140.6730888,73.74017984,901689.58,9,24,23,33,63,0.19475,2.812
32416,65328,-4145,375.875,546.5,1228480,-116.125,43.63766304,-7.3984375,69.64818204,-111.7091151,-1.05495295999998,901689.58,9,24,31,11,63,0.69975,2.014
65392,29600,-91049,497.875,511.5,644800,-21.375,-0.307750079999977,-7.3984375,122.3430828,-170.1344175,89.91204288,902571.428,9,24,7,63,11,0.36575,-0.00999999999999979
65456,63760,-128,509.625,1013.5,644800,207.875,-10.23938336,-7.3984375,55.06331322,-135.15480108,-69.78537088,902571.428,9,24,29,9,41,0.44675,2.046
61376,32928,-87106,207.875,1001.25,644800,-25.625,39.3310256,-1.828125,-121.66066926,-1.87980377999996,-104.41425152,902571.428,9,24,31,10,31,0.32625,3.622
57248,64528,112511,127.875,1013.75,644800,-0.125,-47.7247072,-1.828125,179.22085878,-45.62496606,100.37101952,902571.428,9,24,31,59,31,1.02275,3.326
8176,42736,-8292,170.875,857,1299840,-0.5,-45.7471696,-1.828125,180.0875766,50.09749242,99.7557856,109128.69,9,24,15,34,24,0.52475,-2.05
32752,65504,-99920,383.875,687.75,1299840,-10.25,8.08593152,-1.828125,-165.31141854,-138.74784606,164.44323776,109128.69,9,24,31,3,63,1.02375,1.662
20464,65440,-125953,153.375,767.75,1299840,180.375,-10.41516448,-1.828125,-142.63305852,58.97427468,-28.213136,109128.69,9,24,4,15,6,0.189,2.046
25584,2656,-16385,319.875,1013,1299840,-209.625,-20.61046944,-1.828125,159.16977666,152.42417058,125.77139136,109128.69,9,24,17,63,44,0.36775,3.518
10864,53232,-115268,498,88,1007040,-70,-57.34872352,-1.828125,-36.16058586,180.08740494,96.50383488,607813.734,9,24,22,55,34,0.94,3.806
16368,65232,-38689,510.375,767.75,1007040,-13.5,-10.67883616,10.3046875,11.2397016,-121.13538534,21.35740608,607813.734,9,24,19,63,60,0.51175,-0.016
47056,65440,-31873,371.75,281.5,1007040,-89.125,-56.2940368,10.3046875,-3.87450953999995,-71.5684983,-1.05495295999998,607813.734,9,24,31,2,39,0.76775,-0.00200000000000067
46144,48960,-29,423.875,737.5,1007040,220.5,-0.0880236799999921,10.6171875,106.94282322,0.0675231000000126,22.4120928,607813.734,9,24,25,49,26,0.81575,1.894
65520,62272,-191,30.75,396.5,1007040,-195.125,-0.0880236799999921,10.6171875,150.01352832,-50.60331876,-106.4357344,607813.734,9,24,21,61,58,0.09325,-1.694
65056,6768,-125494,506.875,1023,1007040,206.875,-89.56061376,10.6171875,-158.5548255,-103.2774501,27.33396416,607813.734,9,24,25,15,36,0.9985,0.718
43440,46320,-123587,432.125,639.75,1007040,-17.25,-0.659312319999998,-0.71875,-0.00028331999999931,-15.7462683,-1.93385855999998,607813.734,9,24,20,41,62,1.016,-0.0280000000000005
35264,11760,-661,63.75,577,1007040,-0.75,16.83104224,-0.1953125,70.0387107,-88.63765008,78.2225984,607813.734,18,7,11,31,36,1.00875,0.876
65472,12976,-45,63.875,856.75,1007040,-17.375,79.7606832,-0.1953125,-88.85823534,-130.29644016,-0.351828479999995,607813.734,18,7,31,10,7,0.9215,2.618
1648,34400,-36,311.75,102,1007040,-0.75,-27.11437088,-0.1953125,-0.326095439999966,-73.18983924,-43.50609344,607813.734,18,7,21,63,42,0.47525,-0.192
45040,57856,130903,255.75,618.25,1007040,-1.375,77.29974752,-0.9453125,-0.0919504799999544,127.26547362,-0.176047359999984,607813.734,25,45,22,18,63,1.0225,4.092
32752,57488,-41037,219.875,869.75,731840,-200.125,-0.131968959999995,-0.9453125,-83.46772338,-20.26989006,-0.351828479999995,309749.11,25,45,21,57,41,0.9565,0.028
52560,25072,-241,511.875,1023.75,731840,-128.125,64.1601088,-0.9453125,-157.41447948,-60.29308998,-151.96304448,309749.11,25,45,8,63,4,0.9165,-0.00200000000000067
30704,50928,-41729,269.625,1021.75,1105600,10.375,-10.3712192,-0.9453125,-3.31403387999997,-0.00062663999999929,-0.176047359999984,27116.826,25,45,31,63,38,1.02375,-0.00200000000000067
64720,63216,-23857,383.875,191.75,1105600,-187.125,-5.66907423999999,-0.859375,-81.95813238,-0.149455859999999,4.13085632,27116.826,19,12,31,44,29,0.91175,2.142
13520,45280,-12033,497,845.75,27200,-236.125,11.16210112,-0.859375,179.9205507,56.33326398,-0.791281279999964,72972.922,19,12,22,13,63,0.67625,4.024
62352,65056,-65981,511.625,380,1308160,-0.5,-17.44640928,-0.859375,23.49958794,-18.98998302,-95.09785216,902791.89,19,12,28,51,7,0.95675,-0.00799999999999912
16368,65472,-5501,399.875,1009.5,213440,-11.875,44.95602144,-0.859375,-72.09223728,-72.35470758,-2.81276415999997,895075.72,19,12,28,30,3,1.017,1.984
65440,10592,-80985,115.875,1022,1310080,-243.875,-2.63684991999997,-0.859375,-80.06848398,-66.22570782,172.08971648,8598.018,19,12,6,63,57,0.60775,-1.026
23520,65088,-57,508.625,17.5,1310080,-160.5,1.80175648,-0.859375,35.68342746,-15.77407722,-40.60570496,8598.018,19,12,28,44,35,0.25575,2.118
25632,10688,-42818,255.875,1012.75,1310080,175.875,-66.13777952,-15.5703125,45.52992642,67.40834292,-1.23073407999999,8598.018,19,12,31,58,27,0.83175,-0.486
65408,50928,-65653,511.75,695.75,654400,57.875,-3.95520832,-15.5703125,-128.31083238,-112.56210012,89.91204288,321654.058,19,12,24,47,62,0.38175,-1.836
40832,63248,-98793,80.125,73.75,1003200,43.875,-21.00597696,-15.5703125,56.24880654,-11.76338058,-101.33808192,546966.222,19,12,25,63,60,0.63225,2.046
65504,17008,-39745,353,1016,1003200,-10.5,89.95598816,11.9921875,-11.16342456,-33.81208668,-135.08805696,546966.222,19,12,14,14,60,0.9245,-3.442
20016,59456,78271,119.5,52.5,634240,-3.75,4.70214496,11.9921875,148.62289914,-28.66172994,-75.14669504,614648.056,19,12,31,57,52,0.9945,-1.796
28656,45088,64444,510.875,673.75,634240,63.75,-0.131968959999995,4.4609375,-0.49586861999999,174.51235776,101.5135968,614648.056,9,45,13,63,33,0.81575,-0.0120000000000005
18416,65504,109994,395.875,996,634240,-2.5,35.46384096,4.4609375,143.08510218,-95.14447494,12.83202176,614648.056,9,45,4,31,44,0.51175,1.534
12784,28096,102272,365.875,767.75,634240,151.875,15.42479328,4.4609375,-179.7804147,-25.76580126,-46.75804416,614648.056,9,45,18,63,19,0.20775,1.708
16368,1648,-65767,475.25,1022.5,634240,-5,-14.5460208,4.4609375,90.07039524,-157.52537184,-178.15443136,614648.056,9,45,31,41,63,1.0075,-0.574
9120,65520,53759,267.25,880.5,634240,-231.25,-60.6885648,-0.109375,-5.80879025999999,76.02334224,53.08589824,614648.056,6,17,21,59,48,0.76775,-3.84
16368,65408,-98481,71.625,983,253120,179.875,65.34663136,-0.109375,-4.72800953999995,-146.24550108,-0.351828479999995,900366.808,6,17,31,32,39,1.02125,-1.566
36208,65472,-2114,32.375,767.5,253120,-0.125,-56.2940368,-3.2265625,-0.0507506399999874,-73.12512342,102.56828352,900366.808,6,17,22,55,40,1.02375,-0.272
52976,64640,-44301,511.875,1021,253120,191.875,-0.703257600000001,-3.2265625,-174.82283358,-0.46102163999999,-33.31078848,900366.808,6,17,2,63,2,0.3395,0.374
65360,2672,-490,475.625,511.75,253120,-215.75,-82.17780672,-3.2265625,-12.20626626,136.8678699,-61.96311104,900366.808,6,17,17,60,61,1.0055,2.554
65504,44208,-128292,100.375,77.5,253120,235.75,36.34274656,-14.5859375,180.08465838,105.89792016,64.5995616,900366.808,6,17,30,63,60,0.54375,-0.0579999999999998
64816,47056,109880,511.75,621.25,253120,-18,-45.04404512,-14.5859375,-7.25898474,-112.4822775,66.00581056,900366.808,6,17,31,8,12,0.80125,4.094
65504,37616,46780,41.375,959.75,253120,255.875,52.99800768,-14.5859375,73.28963514,-0.657058799999957,-164.61928512,900366.808,6,17,15,12,36,0.97275,4.094
36848,60224,-92737,81.875,457.5,253120,69,-57.87606688,-14.5859375,146.98593642,-0.489346260000002,-0.176047359999984,900366.808,6,17,20,17,11,0.94975,-1.114
17232,45040,-48705,492.625,1022,253120,-119.375,81.87005664,-14.5859375,89.98696848,-72.7296159,-123.39861248,900366.808,6,17,31,24,57,0.9925,-0.54
24848,58416,-253,343.875,1012.75,253120,-48.375,-63.67684384,-1.5546875,45.08772522,-1.11865685999997,167.25573568,900366.808,6,17,1,9,57,1.0235,1.79
39920,12128,-13009,279.875,227.75,1295040,-185.25,-20.0391808,-1.5546875,116.0154717,-104.7920178,-134.03337024,554461.93,6,17,7,39,35,0.66575,2.686
57328,58576,-16503,127.875,659.75,1295040,117.875,-0.175914239999997,-1.5546875,-80.86482192,113.22906426,-0.0881567999999788,554461.93,6,17,8,47,63,0.933,-3.628
65024,49888,24328,463.5,615,680640,118.625,-18.54504128,-1.5546875,-14.96658282,123.48600444,123.66201792,599436.178,6,17,11,7,63,1.02075,2.86
57872,51184,-47169,447.875,955.75,680640,31.875,-41.52842272,4.9921875,-112.46802972,-0.534836879999957,-0.0881567999999788,599436.178,5,45,31,52,31,1.01675,2.046
18416,2400,17727,375.875,383,680640,159.875,71.54291584,4.9921875,52.55843034,-139.7901735,-62.0510016,599436.178,5,45,11,25,60,0.87875,-2.562
41680,65520,-116,503.875,741.75,680640,-203,-34.27745152,-15.6640625,-67.43094348,179.29673322,-0.263937919999989,599436.178,5,45,15,63,22,0.68375,2.03
55280,15200,-16165,220,920,680640,-64.125,-78.79402016,-15.6640625,-10.07903826,-134.91224406,-33.83813184,599436.178,5,45,29,54,21,1.023,1.916
28320,56192,117567,59.625,685,680640,-201.625,-12.43664736,13.9921875,-89.71379526,135.08774058,-2.54909247999996,599436.178,5,45,1,55,19,0.633,-0.00200000000000067
64912,65472,15293,302.75,929,680640,255.875,20.25877408,7.7421875,-123.81673614,-0.52402085999999,-177.80286912,599436.178,5,45,23,48,9,0.5535,2.23
61888,65520,71603,239.875,648.5,1008320,177.875,35.63962208,7.7421875,110.91420972,131.92333422,11.16210112,902130.504,5,45,23,56,5,0.11075,-1.45
65344,58832,-497,255.875,995.75,1008320,-7.25,-17.97375264,7.7421875,-179.2379655,135.0185616,50.9765248,902130.504,5,45,23,42,41,1.02075,2.8
50960,32752,118783,493.25,821.25,1008320,219.625,-0.0880236799999921,7.7421875,-22.65667014,-5.83951739999999,179.91197632,902130.504,5,45,11,43,63,1.023,0.63
40928,2144,119001,143,532.75,1255360,-198,-19.11632992,7.7421875,-39.82143726,-41.0395467,-22.32446848,902350.966,5,45,17,63,63,0.19175,0.496
27584,49136,-14145,496.875,1020,1255360,55.125,87.0116544,-2.6484375,0.0407441400000126,-77.05822902,-9.40455615999997,902350.966,11,45,25,22,7,0.1975,1.496
8176,63776,-1170,23.875,952.75,1255360,-221,-21.88488256,5.9921875,180.06405918,-94.22746074,-82.7052832,902350.966,11,45,19,63,63,0.10325,-0.00799999999999912
61248,33392,61627,257.375,119,1255360,171.125,-30.45421216,5.9921875,-41.10237498,128.05477278,-0.176047359999984,902350.966,11,45,31,43,0,0.94125,-0.00600000000000023
33344,38304,-1586,354.5,191.75,1255360,-5.875,-0.0880236799999921,5.9921875,-20.97988086,-0.192887279999966,-90.1759808,902350.966,11,45,30,63,62,1.02075,-0.0239999999999991
28848,40944,-7243,511.25,336.5,1255360,-179,89.12102784,5.9921875,0.13286484,101.3348166,-64.77560896,902350.966,11,45,1,53,38,0.831,-3.106
54352,49136,-64838,14.25,1023.75,1255360,159.25,-33.57432704,5.9921875,-168.66224982,-64.30241334,-157.23647808,902350.966,11,45,15,63,44,0.12775,-2.68
6128,8176,-199,255.875,846,1255360,-0.5,-19.73156384,11.4921875,-146.2501359,-16.6419981,-83.67207936,902350.966,11,45,31,19,63,0.25075,-1.594
32592,49552,-65557,394.875,1023.5,1255360,255.875,-72.46589984,11.4921875,-1.70488007999999,-0.701862059999957,-127.70524992,902350.966,11,45,31,62,15,0.49775,-0.0760000000000005
2720,32752,-22425,243.875,1022.5,1255360,-111,5.58105056,11.4921875,-0.0838810199999874,1.94440794,-20.7424384,902350.966,11,45,7,63,57,0.317,-0.966
16112,65280,-1827,511.75,1021.25,1255360,63.875,41.79196128,11.4921875,114.69264894,-2.97448751999998,2.02148288,902350.966,11,45,5,60,18,0.38375,1.574
16256,64256,111423,17.75,437.5,843200,-33.625,-45.04404512,11.4921875,-93.43730328,-19.6017843,44.91207616,313717.426,11,45,7,26,60,0.5115,-0.112
28160,64032,-20930,49.625,1014,843200,203.875,-1.27454623999998,11.4921875,-13.8088977,-22.54920954,111.09366784,313717.426,11,45,23,63,32,0.41475,1.648
40944,23104,-22537,475.875,734.5,1032960,-24.125,-77.21199008,11.4921875,179.91591588,101.27181738,2.10937344,676597.878,11,45,31,59,17,0.5115,-0.666
58272,40368,-69473,71.875,713.75,1032960,111.625,-0.0440783999999894,11.4921875,-44.9697348,-33.79406166,-0.615500159999954,676597.878,11,45,19,13,63,0.15975,1.342
24240,53056,-111889,232.625,1021,1032960,255.75,-0.351695359999979,11.4921875,89.9873118,-0.96862529999996,13.6230368,676597.878,11,45,1,39,48,1.023,-1.15
65472,14832,-26577,455.875,811.25,1032960,-1.375,21.5331872,13.9453125,-7.24731257999995,-122.26388826,99.05266112,676597.878,17,45,15,39,14,0.99775,-0.48
59408,11056,35007,130.625,1019,1159680,-18.125,-0.703257600000001,13.9453125,143.51820396,95.71221888,-0.351828479999995,571878.428,17,45,28,33,48,1.00775,1.402
38528,58352,114637,389.5,127.75,1159680,-28.875,-0.0440783999999894,13.9453125,166.83823482,-30.76475316,-2.46120191999995,571878.428,17,45,3,57,51,0.31975,-0.0419999999999998
60784,65376,-4289,127.875,127.75,1159680,-0.625,54.09663968,-0.015625,140.42160402,-157.70201214,-69.69748032,571878.428,17,45,23,2,35,0.624,0.332
12272,40944,-45629,311.875,777.75,1175680,-212.125,13.31541984,-0.015625,43.6758102,-72.2489643,67.41205952,451285.714,17,45,17,63,37,0.28775,-0.0820000000000007
65168,64160,-65591,487.75,864.5,1175680,-200.125,89.95598816,-0.015625,-161.18073012,101.2467543,-128.4083744,451285.714,17,45,31,62,33,0.21575,-4.062
65344,64848,-11714,336.5,629,490880,-1,-0.83509343999998,-0.015625,-0.0583036799999874,135.06799968,-16.17212928,902130.504,17,45,1,11,21,1.02225,-2.256
41104,32736,90019,56.625,302.75,490880,-98.75,69.213816,-0.015625,47.4192315,-1.96975433999998,-100.98651968,902130.504,17,45,4,28,8,1.02075,-1.844
60288,17776,11180,255.875,1013.75,490880,-0.125,-22.54406176,-0.015625,-0.570885479999957,16.87706208,-154.07241792,902130.504,17,45,20,55,13,0.60725,-0.182
54256,49136,-10305,195.875,319.75,490880,-240.875,-0.0880236799999921,-0.015625,-166.38670542,-96.68891292,-178.68177472,902130.504,17,45,27,4,63,0.0615,-1.89
59808,6896,-81,314.875,1010.5,797440,209.375,-30.45421216,-0.015625,-0.101906759999954,-59.83166358,141.85536384,901689.58,17,45,31,49,63,0.01775,-1.026
49168,65264,-339,511.5,607.75,797440,238.25,-1.84583487999998,-3.1171875,-16.54037394,-1.76788073999995,-33.22289792,901689.58,17,45,21,3,63,0.63475,-1.182
16368,41808,10612,511.75,463.75,797440,-29.625,-67.54402848,-3.1171875,33.79377834,-10.27696368,-0.263937919999989,901689.58,17,45,31,0,15,0.73375,-0.0839999999999996
65216,39376,939,418.875,847.75,1310400,-27.125,-67.63191904,-3.1171875,-1.11522365999997,143.66652036,-0.351828479999995,121915.486,17,45,20,31,23,0.90625,0.936
65248,18096,-17,12.875,1019,1310400,112.875,-26.32335584,-3.1171875,-104.00134608,-0.137096339999999,-0.703390719999959,121915.486,17,45,31,55,62,0.754,-0.882
55152,63392,-88072,379.5,1023.75,736960,-24.25,-6.81165152,-3.1171875,-112.4196216,19.7589132,-14.76588032,419539.186,17,45,31,16,36,0.55425,0.406
43808,61616,49407,439.875,588.5,736960,255.875,-37.35362112,10.9921875,-29.3164455,90.08653128,-0.791281279999964,419539.186,17,45,28,15,56,0.837,-3.138
17392,7008,-65601,367.875,1022,736960,80,-49.35068256,10.9921875,0.0136218600000126,-0.97789493999996,-10.8986956799999,419539.186,17,45,4,15,38,0.4565,-0.0120000000000005
65440,54656,130983,209.75,696.5,736960,127.875,86.3524752,10.9921875,-0.176236259999966,-4.42296755999997,54.40425664,419539.186,17,45,31,25,19,0.13175,-2.668
62448,28656,-81945,425.875,691.75,736960,-16.125,-34.58506848,10.9921875,-33.05574696,-158.50675998,-35.94750528,419539.186,17,45,11,20,45,1.02275,-3.958
38256,32640,-79953,127.875,880.5,341120,214.625,44.25289696,10.9921875,-3.52157297999995,-2.12905626,-0.0881567999999788,507723.986,17,45,2,63,58,0.25175,-3.586
65472,63456,88527,110.125,1023.5,341120,-122.375,82.92474336,10.9921875,-36.65050854,61.56722058,-1.23073407999999,507723.986,17,45,9,63,23,1.0235,-2.548
36336,65424,-18788,510,824.75,341120,-56.5,-46.09873184,4.8203125,169.6287621,-36.2742255,-135.17594752,507723.986,23,17,18,33,63,0.97425,-0.472
11488,65504,-41188,395.75,167.75,1254400,-165,-22.0167184,4.8203125,-0.169712459999954,73.03523214,149.50184256,862006.42,23,17,31,13,63,0.63975,2.494
43296,65248,-57415,506.25,654.75,1280000,-192.125,-0.351695359999979,4.8203125,-79.28982774,-115.48841262,-0.351828479999995,902791.89,23,17,25,63,63,0.69825,3.612
56016,65392,-17,219.75,1022.25,1280000,-61.5,-0.571421759999993,4.8203125,-0.0042307799999874,34.62873978,-88.50606016,902791.89,23,17,2,38,63,0.824,-0.536
4976,11504,-98334,507.375,1008.5,1280000,-88,89.95598816,-11.3828125,26.69660898,-5.48503662,-66.70920128,902791.89,23,17,15,26,26,1.0185,0.126
64016,37344,-72086,65.625,43.5,1280000,-0.125,20.03904768,-11.3828125,-0.0086946599999993,-30.91169556,28.564432,902791.89,23,17,25,46,63,0.724,1.144
40944,61936,38843,173.875,1009,1280000,-249.625,61.83100896,8.5859375,-0.0639684599999874,-89.96785422,119.44327104,902791.89,23,17,31,61,43,0.50575,0.766
64192,49728,76961,315.5,870.75,1280000,3.25,44.95602144,-1.9296875,-130.95716526,-82.50504618,-176.22083904,902791.89,23,17,31,49,9,0.15225,3.214
65472,63792,13439,198.625,1022.5,1280000,-48.375,75.19037408,-1.0546875,-15.54010248,-146.02903638,168.57409408,902791.89,23,17,3,55,63,0.4095,4.094
47216,54256,-87367,423.875,1023,1280000,134.375,45.96676288,3.9921875,-129.2872431,-0.924850559999993,89.91204288,902791.89,18,44,30,60,62,0.81575,3.144
54400,17392,-59742,360.25,397.75,1280000,-30,-0.0880236799999921,3.9921875,158.57668632,135.0872256,-52.47093056,902791.89,18,44,15,1,3,0.23175,2.318
1344,65408,-3843,445.875,237,1280000,49.25,25.97166048,-3.625,-139.10215446,180.08431506,89.82415232,902791.89,25,40,31,63,63,0.46175,-1.61
65200,57872,75742,479.5,634.75,1280000,-110.625,-1.97767071999999,-0.25,118.20260976,93.21609066,-58.0959264,902791.89,18,11,19,6,63,0.9985,0.442
65520,60224,-57471,505.125,1009,1280000,2.875,-46.31845824,-0.0078125,-28.9049736,157.48320276,72.33393088,902791.89,18,11,31,63,60,1.00975,-0.934
64320,49136,-8221,500.875,615.5,1147840,191.875,44.95602144,-0.0078125,-72.8619672,-4.81984763999995,-0.0881567999999788,878541.07,18,11,13,63,3,0.269,-1.54
37120,16368,-955,346.375,425.75,1147840,-0.125,38.49606528,-0.0078125,-63.85815438,-20.54952636,1.49413952,878541.07,18,11,20,38,63,0.87775,-1.306
64624,38144,-41156,480.125,463.25,1147840,-224.125,-67.67586432,-1.828125,84.89394546,175.12656228,-164.61928512,878541.07,23,20,30,53,51,0.993,-0.0139999999999993
65504,51280,-43104,500.875,364.75,1147840,-245.125,-0.747202879999975,-6.2265625,-89.92957404,114.63119466,179.47252352,878541.07,17,39,21,27,38,0.25175,-0.032
60720,12784,-1937,425.875,1023.75,1147840,-254.875,-1.75794431999998,-2.5625,-2.02897775999999,16.89130986,-142.470864,878541.07,11,25,18,50,60,0.73575,1.254
38896,64752,75689,255.875,1020.5,1147840,1.875,-0.0880236799999921,-3.5,135.08774058,-83.50136946,-1.31862464,878541.07,1,45,5,61,60,0.98575,-2.05
34512,40928,-12161,447.875,522.75,1306880,-84.25,-20.08312608,-3.5,-146.31605334,-19.61139726,134.9120096,589515.388,1,45,30,23,63,0.9925,2.75
49136,49104,-81154,185.875,1022.5,1101760,51.625,-80.9033936,-3.5,-75.86003358,-29.6072397,-90.08809024,896618.954,1,45,30,63,39,0.58425,0.438
63152,45040,-65077,511.375,490.75,1101760,-117,-73.47664128,-10.8828125,89.95229316,-4.04342441999998,175.25377664,896618.954,1,45,31,0,27,1.01375,-2.056
65520,51824,20203,134.75,1023.75,1101760,-0.375,11.2060464,4.1640625,-89.93609712,-144.99220134,-158.02749312,896618.954,1,45,31,63,23,0.51175,1.62
65472,65504,-76739,226.875,204.5,1101760,-160.125,74.35541376,11.9921875,-1.6705488,3.81208386,-20.91821952,896618.954,21,43,28,26,37,1.023,3.582
18416,55760,130987,450.375,999.25,1101760,-61.5,-31.42100832,11.9921875,-173.75990622,-124.49256804,9.58007104,896618.954,21,43,21,6,19,0.9115,-1.026
33584,42992,130943,436.875,567.75,1101760,58.875,-0.0880236799999921,15.1796875,-1.27727214,0.0867490200000126,48.7792608,896618.954,13,30,26,39,31,1.02375,2.558
23312,49120,25407,442.875,366.75,1101760,-189,84.33099232,15.1796875,-22.4129115,72.5096049,-99.14081792,896618.954,13,30,15,63,6,1.023,-2.434
60208,3344,71482,87.875,904.5,1101760,3.875,62.88569568,15.1796875,-40.4037123,-9.38003298,66.09370112,896618.954,13,30,31,22,31,0.198,1.664
